ID,Shape,Size,Color,Clarity,Measurements,Ratio,Lab,Depth,Table,Culet,Girdle,Fluo,Cut,Pol,Sym,Rap Disc,Price,Total Price,Rap,Report PDF,Photo,Comments,Video
5232776,Oval,2.67,H,VS1,11.52x7.32x4.45,1.57,GIA,60.8,62,None,STK - VTK,ST,,EX,EX,-4.57,"10,529.29","28,113.19","11,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2547222669,https://d360.tech/imaged/79-GW-5232776/still.jpg,,https://d360.tech/view.html?d=79-GW-5232776
5216006,Radiant,2.66,E,VS1,10.37x7.35x4.22,1.41,GIA,57.5,70,None,MED,F,,EX,VG,5.62,"16,768.96","44,605.43","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1519389815,https://d360.tech/imaged/79-GB-5216006/still.jpg,,https://d360.tech/view.html?d=79-GB-5216006
5215440,Round,2.64,E,VS2,9.02x9.08x5.33,,GIA,58.9,59,None,MED - STK,N,EX,EX,EX,-1.88,"15,208.96","40,151.66","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6515213193,https://d360.tech/imaged/81-TN-5215440/still.jpg,,https://d360.tech/view.html?d=81-TN-5215440
5231823,Cushion,2.6,I,VVS1,8.96x7.34x5.05,1.22,GIA,68.8,69,None,STK - THK,N,,EX,VG,0.96,"10,269.79","26,701.45","10,400.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6532716948,https://d360.tech/imaged/79-GT-5231823/still.jpg,,https://d360.tech/view.html?d=79-GT-5231823
5218117,Round,2.58,E,VS2,8.87x8.9x5.36,,GIA,60.3,59,None,MED,F,EX,EX,EX,-4.38,"14,688.96","37,897.52","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7498396392,https://d360.tech/imaged/81-TZ-5218117/still.jpg,,https://d360.tech/view.html?d=81-TZ-5218117
5232825,Emerald,2.58,J,VVS2,9.7x6.59x4.3,1.47,GIA,65.2,67,None,STK,ST,,EX,EX,-2.78,"7,604.77","19,620.30","8,100.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5232798349,https://d360.tech/imaged/79-GW-5232825/still.jpg,,https://d360.tech/view.html?d=79-GW-5232825
5216549,Emerald,2.57,D,VS1,9.9x6.32x4.12,1.57,GIA,65.2,65,None,STK - THK,N,,EX,EX,-11.57,"14,430.33","37,085.93","17,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7502300471,https://d360.tech/imaged/81-TU-5216549/still.jpg,,https://d360.tech/view.html?d=81-TU-5216549
5232724,Round,2.56,I,VS2,8.74x8.77x5.43,,GIA,62,59,None,MED - STK,F,EX,EX,VG,4.03,"9,554.73","24,460.10","9,300.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=11834908,https://d360.tech/imaged/81-XB-5232724/still.jpg,,https://d360.tech/view.html?d=81-XB-5232724
5232824,Emerald,2.54,E,VVS2,10.05x6.45x4.08,1.56,GIA,63.3,61,None,MED - STK,N,,EX,EX,-0.29,"16,510.91","41,937.71","17,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2537665677,https://d360.tech/imaged/79-GW-5232824/still.jpg,,https://d360.tech/view.html?d=79-GW-5232824
5229542,Emerald,2.53,D,VVS2,10.19x5.96x4.13,1.71,GIA,69.3,63,None,MED - STK,N,,EX,VG,-10.68,"15,468.96","39,136.47","18,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6521986618,https://d360.tech/imaged/81-WI-5229542/still.jpg,,https://d360.tech/view.html?d=81-WI-5229542
5230194,Emerald,2.53,J,VS1,9.46x6.56x4.25,1.44,GIA,64.7,65,None,MED - STK,N,,EX,EX,5.84,"8,092.08","20,472.97","7,700.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7538743786,https://d360.tech/imaged/81-WM-5230194/still.jpg,,https://d360.tech/view.html?d=81-WM-5230194
5218005,Radiant,2.52,D,VS2,9.19x6.8x4.55,1.35,GIA,66.9,65,None,STK,N,,EX,EX,-4.38,"14,688.96","37,016.17","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5516518351,https://d360.tech/imaged/81-TY-5218005/still.jpg,,https://d360.tech/view.html?d=81-TY-5218005
5233639,Cushion,2.52,H,IF,9.3x7.14x4.87,1.3,GIA,68.2,67,None,STK - THK,N,,EX,VG,-9.07,"11,570.72","29,158.21","13,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6542328237,https://d360.tech/imaged/81-XD-5233639/still.jpg,,https://d360.tech/view.html?d=81-XD-5233639
5226758,Emerald,2.52,H,VS2,9.63x6.36x4.3,1.51,GIA,67.5,60,None,MED - STK,N,,EX,VG,1.36,"10,919.48","27,517.09","11,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5232622338,https://d360.tech/imaged/81-VS-5226758/still.jpg,,https://d360.tech/view.html?d=81-VS-5226758
5211213,Radiant,2.52,I,VS1,8.9x6.64x4.75,1.34,GIA,71.5,69,None,THK - VTK,N,,EX,EX,-7.11,"8,384.42","21,128.73","9,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=3505767879,https://d360.tech/imaged/79-FR-5211213/still.jpg,,https://d360.tech/view.html?d=79-FR-5211213
5233433,Emerald,2.52,I,VS2,9.93x6.45x4.23,1.54,GIA,65.6,67,None,MED,N,,EX,EX,19.72,"11,082.24","27,927.25","9,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=3545261286,https://d360.tech/imaged/79-GX-5233433/still.jpg,,https://d360.tech/view.html?d=79-GX-5233433
5229541,Emerald,2.51,D,VVS2,10.07x6.4x4.08,1.57,GIA,63.7,71,None,MED - STK,F,,EX,EX,-10.68,"15,468.96","38,827.09","18,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1236728147,https://d360.tech/imaged/81-WJ-5229541/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229541
5220203,Emerald,2.51,D,VS1,9.66x6.23x4.1,1.55,GIA,65.8,69,None,MED - STK,N,,EX,EX,-11.57,"14,430.33","36,220.12","17,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7511629739,https://d360.tech/imaged/81-UG-5220203/still.jpg,,https://d360.tech/view.html?d=81-UG-5220203
5231566,Emerald,2.51,D,VS1,9.46x6.06x4.22,1.56,GIA,69.6,65,None,THK - VTK,N,,EX,VG,-12.14,"14,300.65","35,894.64","17,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235804278,https://d360.tech/imaged/81-WV-5231566/still.jpg,,https://d360.tech/view.html?d=81-WV-5231566
5224668,Radiant,2.51,D,VS2,9x6.87x4.72,1.31,GIA,68.8,67,None,THK - VTK,N,,EX,EX,-10,"13,520.00","33,935.20","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1519778731,https://d360.tech/imaged/81-VG-5224668/still.jpg,,https://d360.tech/view.html?d=81-VG-5224668
5229117,Radiant,2.51,D,VS2,9.03x6.71x4.56,1.35,GIA,67.9,68,None,THK,N,,EX,VG,-3.28,"14,917.76","37,443.58","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235745688,https://d360.tech/imaged/81-WD-5229117/still.jpg,,https://d360.tech/view.html?d=81-WD-5229117
5231227,Oval,2.51,D,VS2,11.58x6.86x4.51,1.69,GIA,65.8,62,None,STK - VTK,F,,EX,VG,-3.13,"14,948.96","37,521.89","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235683992,https://d360.tech/imaged/81-WT-5231227/still.jpg,,https://d360.tech/view.html?d=81-WT-5231227
5224755,Emerald,2.51,E,VVS1,10.1x6.32x3.82,1.6,GIA,60.5,61,None,STK,F,,EX,EX,-12.3,"15,079.35","37,849.18","18,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7521749325,https://d360.tech/imaged/81-VF-5224755/still.jpg,,https://d360.tech/view.html?d=81-VF-5224755
5229523,Round,2.51,E,SI1,8.8x8.85x5.34,,GIA,60.5,59,None,MED - STK,M,EX,EX,EX,-4.55,"12,089.22","30,343.94","13,200.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7531705798,https://d360.tech/imaged/81-WJ-5229523/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229523
5229739,Emerald,2.51,F,VS1,9.45x6.36x4.25,1.49,GIA,66.9,68,None,MED - STK,N,,EX,EX,-3,"14,040.00","35,240.40","15,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235720442,https://d360.tech/imaged/81-WJ-5229739/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229739
5231223,Oval,2.51,F,VS2,11.9x7.15x4.63,1.66,GIA,64.8,60,None,STK - THK,N,,EX,EX,12.14,"15,859.48","39,807.30","14,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1236695775,https://d360.tech/imaged/81-WS-5231223/still.jpg,,https://d360.tech/view.html?d=81-WS-5231223
5231547,Radiant,2.51,G,VVS2,9.26x6.91x4.66,1.34,GIA,67.5,64,None,STK - THK,M,,EX,EX,-20.33,"10,660.65","26,758.24","15,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5546163565,https://d360.tech/imaged/81-WV-5231547/still.jpg,,https://d360.tech/view.html?d=81-WV-5231547
5231222,Oval,2.51,G,VS2,11.93x7.11x4.51,1.68,GIA,63.5,62,None,STK - VTK,N,,EX,VG,13.46,"14,949.74","37,523.85","13,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7526986328,https://d360.tech/imaged/81-WS-5231222/still.jpg,,https://d360.tech/view.html?d=81-WS-5231222
5212333,Cushion,2.51,H,VS1,9.86x7.09x4.39,1.39,GIA,61.9,67,None,MED - THK,N,,EX,EX,12.83,"13,130.59","32,957.77","11,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6495910672,https://d360.tech/imaged/81-TB-5212333/still.jpg,,https://d360.tech/view.html?d=81-TB-5212333
5230082,Radiant,2.51,I,VS1,9.35x6.84x4.52,1.37,GIA,66,66,None,THK,N,,EX,EX,3.95,"9,750.33","24,473.32","9,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2231697601,https://d360.tech/imaged/81-WL-5230082/still.jpg,,https://d360.tech/view.html?d=81-WL-5230082
5222259,Emerald,2.51,J,VS1,9.82x6.17x4.12,1.59,GIA,66.7,64,None,STK - THK,F,,EX,EX,0.32,"7,539.53","18,924.23","7,700.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7528141084,https://d360.tech/imaged/81-UQ-5222259/still.jpg,,https://d360.tech/view.html?d=81-UQ-5222259
5228410,Emerald,2.51,J,VS2,9.69x6.44x4.05,1.5,GIA,62.8,70,None,STK,N,,EX,EX,3.38,"7,540.16","18,925.79","7,400.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5231661958,https://d360.tech/imaged/81-WA-5228410/still.jpg,,https://d360.tech/view.html?d=81-WA-5228410
5224649,Emerald,2.5,D,VS1,9.81x6.13x4.09,1.6,GIA,66.7,65,None,STK - THK,N,,EX,VG,-8.14,"15,210.65","38,026.63","17,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5232620848,https://d360.tech/imaged/81-VG-5224649/still.jpg,,https://d360.tech/view.html?d=81-VG-5224649
5228442,Emerald,2.5,D,VS2,9.46x6.51x4.26,1.45,GIA,65.5,66,None,THN - MED,N,,EX,VG,-5.63,"14,428.96","36,072.40","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1538020005,https://d360.tech/imaged/81-WB-5228442/still.jpg,,https://d360.tech/view.html?d=81-WB-5228442
5229740,Emerald,2.5,D,VS2,9.79x6.29x4.21,1.56,GIA,67,69,None,STK - THK,F,,EX,VG,-6.25,"14,300.00","35,750.00","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6535198144,https://d360.tech/imaged/81-WJ-5229740/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229740
5231226,Oval,2.5,D,VS2,12.21x7.19x4.32,1.7,GIA,60.1,63,None,THK - VTK,N,,VG,VG,6.87,"17,028.96","42,572.40","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5526980763,https://d360.tech/imaged/81-WS-5231226/still.jpg,,https://d360.tech/view.html?d=81-WS-5231226
5231230,Emerald,2.5,D,VS2,9.57x6.15x4.23,1.56,GIA,68.8,68,None,STK,N,,EX,EX,-8.13,"13,908.96","34,772.40","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6512751064,https://d360.tech/imaged/81-WT-5231230/still.jpg,,https://d360.tech/view.html?d=81-WT-5231230
5224655,Oval,2.5,D,SI1,12.04x7.44x4.38,1.62,GIA,58.9,58,None,MED - THK,M,,EX,VG,3.52,"13,780.26","34,450.65","13,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5526689751,https://d360.tech/imaged/81-VG-5224655/still.jpg,,https://d360.tech/view.html?d=81-VG-5224655
5214114,Emerald,2.5,E,VS1,9.99x6.41x4.01,1.56,GIA,62.6,72,None,MED - THK,N,,EX,VG,-7.5,"14,040.00","35,100.00","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1515171615,https://d360.tech/imaged/81-TH-5214114/still.jpg,,https://d360.tech/view.html?d=81-TH-5214114
5224730,Emerald,2.5,E,VS1,10.04x6.32x3.88,1.59,GIA,61.4,67,None,THN - STK,F,,VG,VG,-2.5,"15,080.00","37,700.00","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6522455463,https://d360.tech/imaged/81-VF-5224730/still.jpg,,https://d360.tech/view.html?d=81-VF-5224730
5224837,Emerald,2.5,E,VS1,9.88x6.35x4.17,1.56,GIA,65.7,66,None,STK - THK,F,,EX,VG,-4.38,"14,688.96","36,722.40","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1232552203,https://d360.tech/imaged/79-GQ-5224837/still.jpg,,https://d360.tech/view.html?d=79-GQ-5224837
5229525,Round,2.5,E,VS2,8.56x8.63x5.44,,GIA,63.3,56,None,THN - STK,N,EX,EX,EX,0,"15,600.00","39,000.00","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=3535773066,https://d360.tech/imaged/81-WJ-5229525/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229525
5230849,Cushion,2.5,E,VS2,9.5x6.87x4.62,1.38,GIA,67.2,64,None,STK - VTK,N,,EX,EX,5.67,"15,730.65","39,326.63","15,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5536998269,https://d360.tech/imaged/81-WR-5230849/still.jpg,,https://d360.tech/view.html?d=81-WR-5230849
5230107,Oval,2.5,F,VVS2,11.66x7.46x4.34,1.56,GIA,58.2,58,None,STK - THK,F,,EX,EX,0.62,"15,728.96","39,322.40","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5231745947,https://d360.tech/imaged/81-WM-5230107/still.jpg,,https://d360.tech/view.html?d=81-WM-5230107
5233518,Emerald,2.5,F,VS2,9.87x6.48x4.07,1.52,GIA,62.8,70,None,MED - STK,F,,EX,EX,9.29,"15,340.78","38,351.95","14,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7546432240,https://d360.tech/imaged/81-XD-5233518/still.jpg,,https://d360.tech/view.html?d=81-XD-5233518
5229636,Emerald,2.5,G,VVS2,9.23x6.59x4.53,1.4,GIA,68.7,68,None,MED - STK,N,,EX,EX,-9.67,"12,739.35","31,848.38","15,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=3525468998,https://d360.tech/imaged/81-WJ-5229636/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229636
5217676,Radiant,2.5,G,VS1,9.02x7.03x4.7,1.28,GIA,66.9,69,None,THK - VTK,F,,EX,VG,-8.57,"12,090.26","30,225.65","14,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6511556811,https://d360.tech/imaged/79-GE-5217676/still.jpg,,https://d360.tech/view.html?d=79-GE-5217676
5231565,Cushion,2.5,H,VVS2,8.97x7.33x5.02,1.22,GIA,68.6,69,None,STK - THK,F,,EX,EX,-6.67,"10,659.48","26,648.70","12,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1232807827,https://d360.tech/imaged/81-WV-5231565/still.jpg,,https://d360.tech/view.html?d=81-WV-5231565
5228297,Radiant,2.5,H,VS1,9.14x7.02x4.67,1.3,GIA,66.4,69,None,THK - VTK,N,,EX,VG,-0.22,"11,179.61","27,949.03","11,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6532198178,https://d360.tech/imaged/81-WA-5228297/still.jpg,,https://d360.tech/view.html?d=81-WA-5228297
5229664,Radiant,2.5,H,VS2,9.09x6.96x4.58,1.31,GIA,65.8,69,None,THK - VTK,N,,EX,EX,3.18,"11,179.74","27,949.35","11,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2536073412,https://d360.tech/imaged/81-WJ-5229664/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229664
5229637,Emerald,2.5,I,VVS1,9.06x6.56x4.5,1.38,GIA,68.6,68,None,MED - THK,N,,EX,EX,-4.81,"9,489.69","23,724.22","10,400.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1515630140,https://d360.tech/imaged/81-WJ-5229637/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229637
5229660,Emerald,2.5,I,VVS1,9x6.44x4.28,1.4,GIA,66.5,68,None,VTK,F,,EX,EX,-5.77,"9,359.90","23,399.74","10,400.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2235754412,https://d360.tech/imaged/81-WJ-5229660/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229660
5229638,Emerald,2.5,I,VS1,8.88x6.34x4.36,1.4,GIA,68.7,67,None,STK - THK,N,,EX,EX,-2.37,"8,969.81","22,424.52","9,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5231711926,https://d360.tech/imaged/81-WJ-5229638/still.jpg,,https://d360.tech/view.html?d=81-WJ-5229638
5231805,Emerald,2.5,I,VS1,9.21x6.67x4.47,1.38,GIA,67,68,None,MED - STK,F,,EX,EX,2.89,"9,619.42","24,048.54","9,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2544051623,https://d360.tech/imaged/79-GT-5231805/still.jpg,,https://d360.tech/view.html?d=79-GT-5231805
5232058,Radiant,2.5,I,VS2,9.06x6.66x4.65,1.36,GIA,69.7,69,None,VTK,N,,EX,EX,1.11,"8,904.87","22,262.18","9,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7516799166,https://d360.tech/imaged/79-GV-5232058/still.jpg,,https://d360.tech/view.html?d=79-GV-5232058
5232467,Emerald,2.5,I,VS2,9.3x6.55x4.23,1.42,GIA,64.6,66,None,STK - THK,F,,EX,EX,13.89,"10,400.13","26,000.33","9,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5232812882,https://d360.tech/imaged/81-XA-5232467/still.jpg,,https://d360.tech/view.html?d=81-XA-5232467
5233520,Emerald,2.5,I,VS2,10.09x6.55x4.01,1.54,GIA,61.3,73,None,THN - MED,N,,EX,EX,11.67,"10,140.39","25,350.98","9,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=7546432560,https://d360.tech/imaged/81-XD-5233520/still.jpg,,https://d360.tech/view.html?d=81-XD-5233520
5228402,Emerald,2.5,J,VS2,9.94x6.53x4.04,1.52,GIA,61.8,70,None,THN - STK,N,,EX,EX,7.43,"7,929.77","19,824.42","7,400.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2526922247,https://d360.tech/imaged/81-WA-5228402/still.jpg,,https://d360.tech/view.html?d=81-WA-5228402
5232745,Radiant,2.5,J,VS2,9.32x6.94x4.7,1.34,GIA,67.7,67,None,THK,N,,EX,VG,5.41,"7,735.44","19,338.61","7,400.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2547336117,https://d360.tech/imaged/81-XB-5232745/still.jpg,,https://d360.tech/view.html?d=81-XB-5232745
5230485,Oval,2.49,H,VS2,11.69x7.5x4.27,1.56,GIA,56.9,58,None,STK - VTK,N,,VG,EX,15.91,"13,000.13","32,370.33","11,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5536588239,https://d360.tech/imaged/81-WP-5230485/still.jpg,,https://d360.tech/view.html?d=81-WP-5230485
5232044,Emerald,2.46,I,VVS2,9.1x6.49x4.3,1.4,GIA,66.2,68,None,MED - STK,N,,EX,EX,-4.55,"9,066.92","22,304.61","9,900.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=3545152762,https://d360.tech/imaged/79-GU-5232044/still.jpg,,https://d360.tech/view.html?d=79-GU-5232044
5232827,Emerald,2.44,I,VS1,9.58x6.51x4.27,1.47,GIA,65.7,68,None,MED - STK,N,,EX,EX,10.26,"10,529.61","25,692.25","9,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6542263874,https://d360.tech/imaged/79-GW-5232827/still.jpg,,https://d360.tech/view.html?d=79-GW-5232827
5231982,Radiant,2.43,I,VS1,9.29x6.93x4.7,1.34,GIA,67.8,67,None,STK - THK,F,,EX,EX,6.05,"10,009.68","24,323.51","9,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=2547212618,https://d360.tech/imaged/81-WY-5231982/still.jpg,,https://d360.tech/view.html?d=81-WY-5231982
5232782,Cushion,2.42,H,VS2,8.76x7.19x4.93,1.22,GIA,68.6,69,None,MED - THK,N,,EX,EX,0.91,"10,855.13","26,269.41","11,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1543325209,https://d360.tech/imaged/79-GW-5232782/still.jpg,,https://d360.tech/view.html?d=79-GW-5232782
5216850,Round,2.4,D,VS2,8.54x8.57x5.35,,GIA,62.5,55,None,MED - STK,N,EX,EX,EX,-8.14,"15,210.65","36,505.56","17,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6512401734,https://d360.tech/imaged/79-GC-5216850/still.jpg,,https://d360.tech/view.html?d=79-GC-5216850
5224861,Radiant,2.4,D,SI1,9.07x7.08x4.7,1.28,GIA,66.4,69,None,MED - STK,ST,,EX,VG,-10.56,"11,309.22","27,142.13","13,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6522659696,https://d360.tech/imaged/79-GQ-5224861/still.jpg,,https://d360.tech/view.html?d=79-GQ-5224861
5233437,Cushion,2.4,F,VVS2,8.81x7.22x4.98,1.22,GIA,69,69,None,STK - THK,N,,EX,EX,-11.25,"13,260.00","31,824.00","16,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=3545292186,https://d360.tech/imaged/79-GX-5233437/still.jpg,,https://d360.tech/view.html?d=79-GX-5233437
5224836,Emerald,2.4,J,VVS1,9.8x6.3x4.14,1.56,GIA,65.7,68,None,THN - MED,N,,EX,VG,-4.46,"7,702.97","18,487.12","8,400.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=5523165694,https://d360.tech/imaged/79-GQ-5224836/still.jpg,,https://d360.tech/view.html?d=79-GQ-5224836
5232492,Emerald,2.4,J,VVS1,9.5x6.28x4.12,1.51,GIA,65.6,65,None,STK - THK,N,,EX,VG,2.38,"8,449.90","20,279.75","8,400.00",,https://d360.tech/imaged/79-GY-5232492/still.jpg,,https://d360.tech/view.html?d=79-GY-5232492
5231790,Oval,2.32,D,VS1,11.46x7.04x4.14,1.63,GIA,58.7,67,None,MED - VTK,ST,,EX,VG,-22.43,"11,959.68","27,746.45","17,500.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=6532801397,https://d360.tech/imaged/79-GT-5231790/still.jpg,,https://d360.tech/view.html?d=79-GT-5231790
5188894,Radiant,2.32,F,VS2,8.9x6.94x4.68,1.28,GIA,67.4,68,None,MED,F,,EX,EX,-10.71,"11,700.78","27,145.81","14,000.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1485636505,https://d360.tech/imaged/79-EF-5188894/still.jpg,,https://d360.tech/view.html?d=79-EF-5188894
5231833,Radiant,2.31,J,VVS1,8.61x6.72x4.55,1.28,GIA,67.8,69,None,THK - VTK,N,,EX,VG,-19.64,"6,045.31","13,964.67","8,400.00",http://viewer.feedcenter.net/FantasyFeederFiles.aspx?VendorID=JJ1&DocType=Cert&ID=1539930731,https://d360.tech/imaged/79-GT-5231833/still.jpg,,https://d360.tech/view.html?d=79-GT-5231833
